怀集音乐,#genre#
防城综合,https://live.fcgtvb.com/live/app1.m3u8?auth_key=1604480433-0-0-e42eb9c05386b5bc55c6a809943ebb1f
防城公共,https://live.fcgtvb.com/live/app3.m3u8?auth_key=1605689054-0-0-23fb97339caf6f5b76bc29e7662c4d8e
崇左综合,http://live.mudu.tv/watch/hemxbj.m3u8
钦州综合,http://stream.gxqztv.com/01/playlist.m3u8
钦州公共,http://stream.gxqztv.com/qztv03/playlist.m3u8
北海综合,http://live.mudu.tv/watch/251d94.m3u8
北海科教,http://live.mudu.tv/watch/x5038y.m3u8
北海公共,http://live.mudu.tv/watch/pypq41.m3u8
贺州综合,http://live.mudu.tv/watch/kwe7ad.m3u8
灵山电视,http://live.mudu.tv/watch/w0gec5.m3u8
靖西卫视,http://live.mudu.tv/watch/7ht25n.m3u8
罗城综合,http://www.3jlc.cn:21953/lctvlive/lch.m3u8
罗城综合,http://120.79.200.144:9100/lctvlive/lch.m3u8
平乐综合,http://live.mudu.tv/watch/c7dsrc.m3u8
荔浦综合,http://live.mudu.tv/watch/kvfzk2.m3u8
灌阳综合,http://live.mudu.tv/watch/pu8hrv.m3u8
阳朔综合,http://live.mudu.tv/watch/18bunw.m3u8
兴安电视,http://live.mudu.tv/watch/s1q654.m3u8
都安综合,http://live.mudu.tv/watch/wd3u6g.m3u8
忻城综合,http://222.216.244.93:19355/xctv/ch2.m3u8
陆川综合,http://live.mudu.tv/watch/s3924v.m3u8
容县电视,http://live.mudu.tv/watch/ypa0a6.m3u8
北流电视,http://124.226.233.4:81/hls/001/index.m3u8
凌云综合,http://live.mudu.tv/watch/0c7jnn.m3u8
平南综合,http://live.mudu.tv/watch/57u5hz.m3u8
环江综合,http://live.mudu.tv/watch/h3s96b.m3u8
田东综合,http://live.mudu.tv/watch/nczet8.m3u8
田阳综合,http://live.mudu.tv/watch/ykmxe3.m3u8
天峨综合,http://live.mudu.tv/watch/1zwp4p.m3u8
那坡电视,http://live.mudu.tv/watch/dmwnbe.m3u8
天等电视,http://live.mudu.tv/watch/g4hvf9.m3u8
岑溪电视,http://live.mudu.tv/watch/hucgqx.m3u8
重庆卫视,http://219.153.252.50/PLTV/88888888/224/3221225549/chunklist.m3u8
重庆卫视,http://219.153.252.50/PLTV/88888888/224/3221225483/chunklist.m3u8
重庆公共,http://219.153.252.50/PLTV/88888888/224/3221225626/chunklist.m3u8
重庆公共,http://219.153.252.50/PLTV/88888888/224/3221225647/chunklist.m3u8
重庆国际,http://219.153.252.50/PLTV/88888888/224/3221225623/chunklist.m3u8
重庆国际,http://219.153.252.50/PLTV/88888888/224/3221225644/chunklist.m3u8
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225646/chunklist.m3u8
重庆影视,http://219.153.252.50/PLTV/88888888/224/3221225633/chunklist.m3u8
重庆影视,http://219.153.252.50/PLTV/88888888/224/3221225638/chunklist.m3u8
重庆手持,http://219.153.252.50/PLTV/88888888/224/3221225624/chunklist.m3u8
重庆手持,http://219.153.252.50/PLTV/88888888/224/3221225637/chunklist.m3u8
重庆娱乐,http://219.153.252.50/PLTV/88888888/224/3221225630/chunklist.m3u8
重庆娱乐,http://219.153.252.50/PLTV/88888888/224/3221225641/chunklist.m3u8
重庆新闻,http://219.153.252.50/PLTV/88888888/224/3221225531/chunklist.m3u8
重庆时尚,http://219.153.252.50/PLTV/88888888/224/3221225627/chunklist.m3u8
重庆时尚,http://219.153.252.50/PLTV/88888888/224/3221225636/chunklist.m3u8
重庆汽摩,http://219.153.252.50/PLTV/88888888/224/3221225634/chunklist.m3u8
重庆汽摩,http://219.153.252.50/PLTV/88888888/224/3221225642/chunklist.m3u8
重庆资讯,http://219.153.252.50/PLTV/88888888/224/3221225629/chunklist.m3u8
重庆科教,http://219.153.252.50/PLTV/88888888/224/3221225632/chunklist.m3u8
重庆科教,http://219.153.252.50/PLTV/88888888/224/3221225639/chunklist.m3u8
重庆移动,http://219.153.252.50/PLTV/88888888/224/3221225628/chunklist.m3u8
重庆移动,http://219.153.252.50/PLTV/88888888/224/3221225643/chunklist.m3u8
重庆都市,http://219.153.252.50/PLTV/88888888/224/3221225631/chunklist.m3u8
重庆都市,http://219.153.252.50/PLTV/88888888/224/3221225640/chunklist.m3u8
晴彩重庆,http://219.153.252.50/PLTV/88888888/224/3221225635/chunklist.m3u8
晴彩重庆,http://219.153.252.50/PLTV/88888888/224/3221225645/chunklist.m3u8
移动机场,http://qxlmlive.cbg.cn:1935/app_2/ls_56.stream/chunklist.m3u8
重庆移动,http://qxlmlive.cbg.cn:1935/app_2/ls_57.stream/chunklist.m3u8
重庆忠县,http://qxlmlive.cbg.cn:1935/app_2/ls_35.stream/chunklist.m3u8
重庆万盛,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/chunklist.m3u8
梁平综合,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/chunklist.m3u8
三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
龙岩公共,http://stream.lytv.net.cn/1/sd/live.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8
长乐电视,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
新罗一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
宁化一套,http://fjnh.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
宁化二套,http://fjnh.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8?_upt=7738cbdd1569250965
中国蓝一,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
教育科技,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
留学世界,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙好易购,http://hw-m-l.cztv.com/channels/lantian/channel11/1080p.m3u8
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
蛇口电视,http://218.17.99.211:82/hls/d4encs75.m3u8
黑龙文艺,http://stream2.hljtv.com/hljwy/sd/live.m3u8,tvmao-284
黑龙都市,http://stream1.hljtv.com/hljdd/sd/live.m3u8,tvmao-285
黑龙新闻,http://stream2.hljtv.com/hljxw/sd/live.m3u8,tvmao-286
黑龙公共,http://stream1.hljtv.com/hljgg/sd/live.m3u8,tvmao-287
河北经济,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8,tvmao-268
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8,tvmao-269
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8,tvmao-270
河北公共,http://weblive.hebtv.com/live/hbgg_bq/index.m3u8$官网,tvmao-272
河北农民,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8,tvmao-273

江西移动,#genre#
中央一台,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
中央二台,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
中央三台,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
中央四台,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
中央五台,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
中央五加,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
中央六台,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
中央七台,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
中央八台,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
中央九台,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
中央十台,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
中央十一,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
中央十二,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
中央十三,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
中央十四,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
中央十五,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
中央十七,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8
超级综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
旅游卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
超级江西,http://39.134.115.163:8080/PLTV/88888910/224/3221225979/index.m3u8
电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
精品体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225709/index.m3u8
精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
精品电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
精品纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
金牌综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
卡酷少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225677/index.m3u8
古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
动作电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225671/index.m3u8
动画王国,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
优漫卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225665/index.m3u8
惊悚悬疑,http://39.134.115.163:8080/PLTV/88888910/224/3221225717/index.m3u8
明星大片,http://39.134.115.163:8080/PLTV/88888910/224/3221225716/index.m3u8
中国功夫,http://39.134.115.163:8080/PLTV/88888910/224/3221225660/index.m3u8
中国教育-1,http://39.134.115.163:8080/PLTV/88888910/224/3221225661/index.m3u8
炫动卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225720/index.m3u8
炫舞未来,http://39.134.115.163:8080/PLTV/88888910/224/3221225707/index.m3u8
爱情喜剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225748/index.m3u8

宜春移动,#genre#
中央一台,http://39.135.138.59:18890/PLTV/88888910/224/3221225642/index.m3u8
中央二台,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
中央三台,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
中央四台,http://39.135.138.59:18890/PLTV/88888910/224/3221225621/index.m3u8
中央五台,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
中央五加,http://39.135.138.59:18890/PLTV/88888910/224/3221225706/index.m3u8
中央六台,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
中央七台,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
中央八台,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
中央九台,http://39.135.138.59:18890/PLTV/88888910/224/3221225646/index.m3u8
中央十台,http://39.135.138.59:18890/PLTV/88888910/224/3221225636/index.m3u8
中央十一,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
中央十二,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8
中央十三,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
中央十四,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
中央十五,http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8
中央十七,http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
超级综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225620/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京纪实,http://39.135.138.59:18890/PLTV/88888910/224/3221225676/index.m3u8
上海纪实,http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
旅游卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
超级江西,http://39.135.138.59:18890/PLTV/88888910/224/3221225979/index.m3u8
电竞,http://39.135.138.59:18890/PLTV/88888910/224/3221225653/index.m3u8
精品体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225709/index.m3u8
精品大剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225714/index.m3u8
精品电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225718/index.m3u8
精品纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225710/index.m3u8
金牌综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225711/index.m3u8
金鹰卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8
卡酷少儿,http://39.135.138.59:18890/PLTV/88888910/224/3221225677/index.m3u8
古装剧场,http://39.135.138.59:18890/PLTV/88888910/224/3221225678/index.m3u8
动作电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225671/index.m3u8
动画王国,http://39.135.138.59:18890/PLTV/88888910/224/3221225672/index.m3u8
农业致富,http://39.135.138.59:18890/PLTV/88888910/224/3221225670/index.m3u8
军旅剧场,http://39.135.138.59:18890/PLTV/88888910/224/3221225669/index.m3u8
优漫卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225665/index.m3u8
惊悚悬疑,http://39.135.138.59:18890/PLTV/88888910/224/3221225717/index.m3u8
明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
中国功夫,http://39.135.138.59:18890/PLTV/88888910/224/3221225660/index.m3u8
中国教育-1,http://39.135.138.59:18890/PLTV/88888910/224/3221225661/index.m3u8
炫动卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
炫舞未来,http://39.135.138.59:18890/PLTV/88888910/224/3221225707/index.m3u8
爱情喜剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225748/index.m3u8

南宁移动,#genre#
中央一台,http://39.135.32.27:6610/000000001000/1000000001000021973/1.m3u8?
中央一台,http://39.135.32.27:6610/000000001000/1000000001000018602/1.m3u8?
中央二台,http://39.135.32.27:6610/000000001000/1000000001000012442/1.m3u8?
中央二台,http://39.135.32.27:6610/000000001000/1000000001000023315/1.m3u8?
中央三台,http://39.135.32.27:6610/000000001000/1000000001000011218/1.m3u8?
中央三台,http://39.135.32.27:6610/000000001000/1000000001000013682/1.m3u8?
中央四台,http://39.135.32.27:6610/000000001000/1000000002000031664/1.m3u8?
中央五台,http://39.135.32.27:6610/000000001000/1000000001000004794/1.m3u8?
中央五加,http://39.135.32.27:6610/000000001000/1000000001000020505/1.m3u8?
中央六台,http://39.135.32.27:6610/000000001000/1000000001000016466/1.m3u8?
中央六台,http://39.135.32.27:6610/000000001000/1000000001000001737/1.m3u8?
中央七台,http://39.135.32.27:6610/000000001000/1000000001000017218/1.m3u8?
中央七台,http://39.135.32.27:6610/000000001000/1000000001000024341/1.m3u8?
中央七台,http://39.135.32.27:6610/000000001000/7050628689018054317/1.m3u8?
中央八台,http://39.135.32.27:6610/000000001000/1000000001000003736/1.m3u8?
中央八台,http://39.135.32.27:6610/000000001000/1000000001000031433/1.m3u8?
中央九台,http://39.135.32.27:6610/000000001000/1000000001000028286/1.m3u8?
中央九台,http://39.135.32.27:6610/000000001000/1000000001000014583/1.m3u8?
中央十台,http://39.135.32.27:6610/000000001000/1000000001000026367/1.m3u8?
中央十台,http://39.135.32.27:6610/000000001000/1000000001000023734/1.m3u8?
中央十台,http://39.135.32.27:6610/000000001000/7019587760656900133/1.m3u8?
中央十一,http://39.135.32.27:6610/000000001000/1000000002000019789/1.m3u8?
中央十二,http://39.135.32.27:6610/000000001000/1000000001000001640/1.m3u8?
中央十二,http://39.135.32.27:6610/000000001000/5325631075193490169/1.m3u8?
中央十二,http://39.135.32.27:6610/000000001000/1000000001000032494/1.m3u8?
中央十三,http://39.135.32.27:6610/000000001000/1000000002000021303/1.m3u8?
中央十四,http://39.135.32.27:6610/000000001000/1000000001000021349/1.m3u8?
中央十四,http://39.135.32.27:6610/000000001000/1000000001000008170/1.m3u8?
中央十四,http://39.135.32.27:6610/000000001000/8203666801302077036/1.m3u8?
中央十五,http://39.135.32.27:6610/000000001000/1000000002000008163/1.m3u8?
CGTN,http://39.135.32.27:6610/000000001000/1000000002000009569/1.m3u8?
纯享4K,http://39.135.32.27:6610/000000001000/1000000004000011651/1.m3u8?
教育一,http://39.135.32.27:6610/000000001000/1000000002000027253/1.m3u8?
东南卫视,http://39.135.32.27:6610/000000001000/1000000002000009263/1.m3u8?
东方卫视,http://39.135.32.27:6610/000000001000/1000000001000030202/1.m3u8?
东方卫视,http://39.135.32.27:6610/000000001000/1000000001000005866/1.m3u8?
云南卫视,http://39.135.32.27:6610/000000001000/1000000002000024694/1.m3u8?
内蒙古卫视,http://39.135.32.27:6610/000000001000/1000000002000014080/1.m3u8?
北京卫视,http://39.135.32.27:6610/000000001000/1000000001000017156/1.m3u8?
北京卫视,http://39.135.32.27:6610/000000001000/1000000001000021288/1.m3u8?
四川卫视,http://39.135.32.27:6610/000000001000/1000000002000016825/1.m3u8?
天津卫视,http://39.135.32.27:6610/000000001000/1000000001000000831/1.m3u8?
天津卫视,http://39.135.32.27:6610/000000001000/1000000001000003475/1.m3u8?
宁夏卫视,http://39.135.32.27:6610/000000001000/1000000002000031451/1.m3u8?
安徽卫视,http://39.135.32.27:6610/000000001000/1000000001000020780/1.m3u8?
安徽卫视,http://39.135.32.27:6610/000000001000/1000000001000030159/1.m3u8?
安徽卫视,http://39.135.32.27:6610/000000001000/4774346722046993363/1.m3u8?
山东卫视,http://39.135.32.27:6610/000000001000/1000000001000012807/1.m3u8?
山西卫视,http://39.135.32.27:6610/000000001000/1000000002000021220/1.m3u8?
广东卫视,http://39.135.32.27:6610/000000001000/1000000001000028357/1.m3u8?
广东卫视,http://39.135.32.27:6610/000000001000/1000000001000014176/1.m3u8?
广西卫视,http://39.135.32.27:6610/000000001000/1000000002000019837/1.m3u8?
新疆卫视,http://39.135.32.27:6610/000000001000/1000000002000029441/1.m3u8?
江苏卫视,http://39.135.32.27:6610/000000001000/1000000001000004684/1.m3u8?
江苏卫视,http://39.135.32.27:6610/000000001000/1000000001000001828/1.m3u8?
江西卫视,http://39.135.32.27:6610/000000001000/1000000001000013731/1.m3u8?
河北卫视,http://39.135.32.27:6610/000000001000/1000000002000017118/1.m3u8?
浙江卫视,http://39.135.32.27:6610/000000001000/1000000001000009806/1.m3u8?
浙江卫视,http://39.135.32.27:6610/000000001000/1000000001000014260/1.m3u8?
深圳卫视,http://39.135.32.27:6610/000000001000/1000000001000011645/1.m3u8?
深圳卫视,http://39.135.32.27:6610/000000001000/1000000001000009227/1.m3u8?
湖北卫视,http://39.135.32.27:6610/000000001000/1000000001000010355/1.m3u8?
湖北卫视,http://39.135.32.27:6610/000000001000/1000000001000024621/1.m3u8?
湖南卫视,http://39.135.32.27:6610/000000001000/1000000001000009115/1.m3u8?
湖南卫视,http://39.135.32.27:6610/000000001000/1000000001000032695/1.m3u8?
甘肃卫视,http://39.135.32.27:6610/000000001000/1000000002000017827/1.m3u8?
贵州卫视,http://39.135.32.27:6610/000000001000/1000000002000003169/1.m3u8?
重庆卫视,http://39.135.32.27:6610/000000001000/1000000002000018937/1.m3u8?
陕西卫视,http://39.135.32.27:6610/000000001000/1000000002000007495/1.m3u8?
青海卫视,http://39.135.32.27:6610/000000001000/1000000002000013359/1.m3u8?
黑龙江卫视,http://39.135.32.27:6610/000000001000/1000000001000009082/1.m3u8?
黑龙江卫视,http://39.135.32.27:6610/000000001000/1000000001000001925/1.m3u8?
海南卫视,http://39.135.32.27:6610/000000001000/5000000004000006211/1.m3u8?
黑龙江卫视,http://39.135.32.27:6610/000000001000/8467838254824392379/1.m3u8?
湖北卫视,http://39.135.32.27:6610/000000001000/6956052407855047826/1.m3u8?
吉林卫视,http://39.135.32.27:6610/000000001000/6042486520432105075/1.m3u8?
西藏卫视,http://39.135.32.27:6610/000000001000/6603041244077933770/1.m3u8?
山东教育,http://39.135.32.27:6610/000000001000/1000000002000004097/1.m3u8?
南方卫视,http://39.135.32.27:6610/000000001000/1000000002000011619/1.m3u8?
广东珠江,http://39.135.32.27:6610/000000001000/1000000004000011655/1.m3u8?
黑莓电竞,http://39.135.32.27:6610/000000001000/1000000001000003775/1.m3u8?
黑莓电竞,http://39.135.32.27:6610/000000001000/1000000001000006906/1.m3u8?
黑莓电影,http://39.135.32.27:6610/000000001000/8785669936177902664/index.m3u8?i
黑莓动画,http://39.135.32.27:6610/000000001000/6497762188035533951/1.m3u8?
纪实人文,http://39.135.32.27:6610/000000001000/1000000001000010606/1.m3u8?
纪实人文,http://39.135.32.27:6610/000000001000/1000000001000016545/1.m3u8?
冬奥纪实,http://39.135.32.27:6610/000000001000/1000000001000001910/1.m3u8?
